Incident Date,Incident Time,Flight ID,Aircraft,Aviation Altitude,Altitude,Airport,Laser Color,Injury,City,State
29-Oct-16,0240,ASH6290,E170,,28000,PSX,Green,No,Palacios,Texas
29-Oct-16,0240,N256BT,PC12,,18500,PSC,Green,No,Pasco,Washington
29-Oct-16,0242,DAL449,A319,,5000,AUS,Green,No,Austin,Texas
29-Oct-16,0252,SWA688,B737,,10000,DEN,Green,No,DENVER,Colorado
29-Oct-16,0254,DAL2109,B739,,10000,DEN,Green,No,Denver,Colorado
29-Oct-16,0259,SWA46,B737,,5000,DCA,Green,No,Washington,District of Columbia
29-Oct-16,0314,DAL2600,MD88,,18400,HYK,Green,No,London,Kentucky
29-Oct-16,0348,SWA556,B737,,10000,SAN,Green,No,San Diego,California
29-Oct-16,0420,N98954,C172,,7400,APA,Green,No,Denver,Colorado
29-Oct-16,1256,SKW5368,CRJ2,,10000,DEN,Green,No,Denver,Colorado
29-Oct-16,2338,SWA1227,B737,,15500,BWI,Blue,No,Baltimore,Maryland
29-Oct-16,2343,SWA3154,B737,,15000,MRB,Green,No,Martinsburg,West Virginia
29-Oct-16,2355,N5886F,P28A,,3000,MJX,Green,No,Toms River,New Jersey
30-Oct-16,0004,N32HH,LJ31,,2400,MKC,Green,No,Kansas City,Missouri
30-Oct-16,0011,PDT2919,DH8A,,5000,ABE,Green,No,Allentown ,Pennsylvania
30-Oct-16,0022,N8749Z,C177,,4000,CVG,Green,No,Covington,Kentucky
30-Oct-16,0035,AAL1024,A321,,300,MIA,Multi-color  ,No,Miami,Florida
30-Oct-16,0114,N7090J,R44,,2000,CEY,Green,No,Murray,Kentucky
30-Oct-16,0118,N383PS,DA40,,9000,SLC,Green,No,Salt Lake City,Utah
30-Oct-16,0119,N9787E,BL17,,1500,TOA,Green,No,Torrance,California
30-Oct-16,0148,N701VV,C550,,4000,IKK,Green,No,Kankakee,Illinois
30-Oct-16,0150,N921TH,GALX,,3000,DAL,Green,No,Dallas,Texas
30-Oct-16,0150,SWA3047,B738,,2000,PHX,Green,No,Phoenix,Arizona
30-Oct-16,0150,SWA700,B737,,7000,MYV,Green,No,Marysville,California
30-Oct-16,0155,NKS930,A319,,10500,APA,Green,No,Denver,Colorado
30-Oct-16,0200,RPA4682,E75S,,2000,JAX,White,No,Jacksonville,Florida
30-Oct-16,0202,SWA64,B737,,6000,HOU,Green,No,Houston,Texas
30-Oct-16,0210,ASQ3763,E45X/L,,20000,TZV ,Green,No,Tompkinsville,Kentucky
30-Oct-16,0211,PXT55,C25A,,7000,LAS,Green,No,Las Vegas,Nevada
30-Oct-16,0225,DAL1739,B757,,11000,TUS,Green,No,Tucson,Arizona
30-Oct-16,0235,SWA583,B737,,7000,HOU,Green,No,Houston,Texas
30-Oct-16,0302,CPZ6070,E75L,,2500,LAX,Green,No,Los Angeles,California
30-Oct-16,0339,AAL603,A319,,3000,LAS,Green,No,Las Vegas,Nevada
30-Oct-16,0415,N154AM,BK17,,1500,JOT,Green,No,Joliet,Illinois
30-Oct-16,0417,SKW5661,E175,,10300,SJC,Green,No,San Jose,California
30-Oct-16,0447,ASA622,B739,,8000,PHX,Green,No,Phoenix,Arizona
30-Oct-16,0520,SWA1544,B737,,5000,LAX,Green,No,Los Angeles,California
30-Oct-16,0525,SKW5989,E175,,4100,BOI,Green,No,Boise,Idaho
30-Oct-16,0535,SWA1644,B738,,5000,LAX,Green,No,Los Angeles,California
30-Oct-16,0622,N577LF,EC130,,300,12J,Green,No,Brewton,Alabama
30-Oct-16,0647,NVT35,HELO,,6000,ELP,Green,No,El Paso,Texas
30-Oct-16,0825,SCX8656,B738,,4000,PDX,Green,No,Portland,Oregon
30-Oct-16,1017,GGN7358,CRJ2,,600,LUK,Green,No,Cincinnati,Ohio
30-Oct-16,1045,DAL8842,B752,,23000,CIC,Green,No,Chico,California
31-Oct-16,0020,N298WB,H25B,,1000,DWH,Green,No,Houston,Texas
31-Oct-16,0039,AAL2376,B737,,13000,BTR,Green,No,Baton Rouge,Louisiana
31-Oct-16,0056,N350KL,CL35,,3000,35D,Blue,No,Grand Rapids,Michigan
31-Oct-16,0056,SWA481,B737,,6000,HQZ,Green,No,Mesquite,Texas
31-Oct-16,0151,ASA337,B738,,8000,SJC,Green,No,San Jose,California
31-Oct-16,0217,SWA449,B737,,11000,TBD,Green,No,Thibodeaux,Louisiana
31-Oct-16,0220,SWA549,B737,,14000,ATL,Green,No,Atlanta,Georgia
31-Oct-16,0229,CPZ5682,E170,,5000,SEA,Green,No,Seattle,Washington
31-Oct-16,0235,HAVOC31,C130,,10000,ABI,Green,No,Abilene,Texas
31-Oct-16,0249,SWA1087,B737,,4000,BNA,Green,No,Nashville,Tennessee
31-Oct-16,0250,ENY3347,E135/L,,10000,BRB,Green,No,Baraboo,Wisconsin
31-Oct-16,0256,UAL1791,B737,,30000,GYR,Green,No,Goodyear,Arizona
31-Oct-16,0418,DAL2536,B739,,5000,SEA,Green,No,Seattle,Washington
31-Oct-16,0438,ASH6171,E75L,,9000,IAH,Green,No,Houston,Texas
31-Oct-16,0440,JODY72,C130,,800,LRF,Green,No,Jacksonville,Arkansas
31-Oct-16,0830,JBU2023,A321,,10000,ONT,Green,No,Ontario,California
31-Oct-16,0900,N63950,PA27,,4300,PHX,Green,No,Phoenix,Arizona
31-Oct-16,1205,PDT4972,DH8C,,9000,GSO,Green,No,Greensboro,North Carolina
31-Oct-16,2305,SKW4481,CRJ2,,6000,DTW,Green,No,Detroit,Michigan
31-Oct-16,2321,NKS440,A319/L,,28000,AQW,Green,No,North Adams,Massachusetts
31-Oct-16,2342,CG6513,H65,,2000,MOB,Green,No,Mobile,Alabama
1-Nov-16,0004,JBU176,A320,,4500,HFD,Green,No,Hartford,Connecticut
1-Nov-16,0040,AAY115,A319,,4000,GRI,Blue,No,Grand Island,Nebraska
1-Nov-16,0042,VVLL13,P3,,2000,JAX,Green,No,Jacksonville,Florida
1-Nov-16,0049,N1552H,C177,,6000,MLU,Green,No,Monroe,Louisiana
1-Nov-16,0050,C6501,HELO,,500,MIA,Blue,No,Miami,Florida
1-Nov-16,0055,N39VB,R44 (ROBINSON - Ast,,2500,BLV,Green,No,Belleville,Illinois
1-Nov-16,0059,CSQ964,SF340,,1500,MIA,Green,No,Miami,Florida
1-Nov-16,0141,MSQT831,P28A,,3000,DVT,Green,No,Phoenix,Arizona
1-Nov-16,0145,SKW4461,CRJ2,,6000,SLC,Green,No,Salt Lake City,Utah
1-Nov-16,0211,QXE69,DH8D,,4000,SEA,Green,No,Seattle,Washington
1-Nov-16,0215,N400AY,BE350,,2000,SAC,Green,No,Sacramento,California
1-Nov-16,0225,CPC3234,E75S/L,,28000,SBP,Green,No,San Luis Obispo,California
1-Nov-16,0228,N8295H,P28A,,2500,MAE,Green,No,Madera,California
1-Nov-16,0230,UAL1949,B739,,7000,LWM,Green,No,Lawrence,Massachusetts
1-Nov-16,0233,AAL2341,B738,,9000,LWM,Green,No,Lawrence,Massachusetts
1-Nov-16,0242,ACA1,A319 ,,1000,MCO,Green,No,Orlando,Florida
1-Nov-16,0242,ROU1868,A319,,1000,MCO,Green,No,Orlando,Florida
1-Nov-16,0249,DAL1433,MD88,,10000,GRR,Blue,No,Grand Rapids,Michigan
1-Nov-16,0250,UAL1984,B738,,1500,IAH,Green,No,Houston,Texas
1-Nov-16,0304,AAL1309,B738,,1500,FAT,Green,No,Fresno,California
1-Nov-16,0326,RAVEN24,C130,,3000,FSM,Green,No,Fort Smith,Arkansas
1-Nov-16,0415,CPZ600B,E75L,,3000,LAX,Green,No,Los Angeles,California
1-Nov-16,0425,FDX1263,B763,,32000,BHM,Green,No,Birmingham,Alabama
1-Nov-16,0520,REH13,H60,,4800,DAG,Green,No,DAGGETT,California
1-Nov-16,0526,UPS989,B767,,2500,ONT,White,No,Ontario,California
1-Nov-16,0530,LN1,HELO ,,8600,COS,Green,No,Colorado Springs,Colorado
1-Nov-16,0530,MEDVAC1,HELO,,8600,COS,Green,No,Colorado Springs,Colorado
1-Nov-16,0649,N1299C,C208,,8000,AKW,Green,No,Klawock,Alaska
1-Nov-16,0917,FDX1772,B757,,36000,IND,Green,No,Indianapolis,Indiana
1-Nov-16,2307,ASQ4426,E45X,,21000,CLE,Green,No,Cleveland,Ohio
1-Nov-16,2345,GC23845,UH60,,2000,LCI,Green,No,Laconia,New Hampshire
1-Nov-16,2353,N548M,E135,,7000,EAU,Green,No,Eau Claire,Wisconsin
2-Nov-16,0001,R03769,H47,,5000,BNA,Green,No,Nashville,Tennessee
2-Nov-16,0049,CAA4426,E135 ,,21000,HZY,Green,No,Ashtabula,Ohio
2-Nov-16,0117,DAL2004,B738,,9000,PVU,Green,No,PROVO,Utah
2-Nov-16,0128,CG6501,AS65,,500,MIA,Blue,No,Miami,Florida
2-Nov-16,0132,N614DS,DA40,,11500,VCV,Green,No,Victorville,California
2-Nov-16,0135,MSQT537,P28A,,3500,DVT,Green,No,Phoenix,Arizona
2-Nov-16,0150,N828KM,BE58,,3200,DVT,Green,No,Phoenix,Arizona
2-Nov-16,0227,HZN349,DH8D ,,5000,SEA,Green,No,Seattle,Washington
2-Nov-16,0229,ASA209,B737,,5000,SEA,Green,No,Seattle,Washington
2-Nov-16,0229,QXE349,DH8D,,5000,SEA,Green,No,Seattle,Washington
2-Nov-16,0230,UNKN,NA,,UNKN,BED,Green,No,Bedford,Connecticut
2-Nov-16,0315,LN71TP,PC12,,4500,BIL,Green,No,Billings,Montana
2-Nov-16,0333,VRD169,A320,,8000,LAX,Green,No,Los Angeles,California
2-Nov-16,0354,EJA580,C56X,,3500,PHX,Green,No,Phoenix,Arizona
2-Nov-16,0400,LAK100,C560,,1500,MDW,Green,No,CHICAGO,Illinois
2-Nov-16,0400,RWG100,C56X ,,1500,ORD,Green,No,Chicago,Illinois
2-Nov-16,0419,SKW5697,CRJ2,,7000,HWD,Green,No,Hayward,California
2-Nov-16,0420,HAL48,A332,,6000,HWD,Green,No,Hayward,California
2-Nov-16,0440,SWA2318,B737,,1500,MDW,Green,No,Chicago,Illinois
2-Nov-16,0525,N408GA,B407,,1000,DVT,Green,No,PHOENIX,Arizona
2-Nov-16,1215,FDX1432,MD11,,8000,PDX,Green,No,PORTLAND,Oregon
2-Nov-16,2327,DAL832,B757/L,,26000,TOC,Green,No,Toccoa,Georgia
3-Nov-16,0016,ASH6261,CRJ7,,15000,IAD,Green-White,,Washington,District of Columbia
3-Nov-16,0105,SKW5931,CRJ2,,10000,DEN,Green,No,Denver,Colorado
3-Nov-16,0107,DAL929,A320,,1800,MSP,Green,No,Minneapolis,Minnesota
3-Nov-16,0109,AAL521,A321,,5000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0114,SWA1361,B737,,8000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0118,JBU2890,A320 ,,1500,MCO,Green,No,Orlando,Florida
3-Nov-16,0118,SKW3031,CRJ2,,5000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0119,AAL512,A321,,4000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0125,SWA2313,B737,,5000,MCO,Green,No,Orlando,Florida
3-Nov-16,0155,ASA413,B737,,5000,SEA,Green,No,Seattle,Washington
3-Nov-16,0215,SKW3105,CRJ2,,5000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0216,AAL1494,B737,,6000,PHX,Green,No,Phoenix,Arizona
3-Nov-16,0219,MMY93,C172,,3000,RDD,White,No,Redding,California
3-Nov-16,0220,SWA2345,B737,,1700,OAK,Green,No,Oakland,California
3-Nov-16,0305,SWA1387,B737,,1300,OAK,Green,No,Oakland,California
3-Nov-16,0445,AJI9766,DC9,,6500,ELP,Green,No,El Paso,Texas
3-Nov-16,0610,UAL1844,B737,,6000,OAK,Green,No,Oakland,California
3-Nov-16,0625,IJA81,LJ35,,8000,APA,Green,No,Denver,Colorado
3-Nov-16,0625,UAL384,B739,,5000,OAK,Green,No,Oakland,California
3-Nov-16,0634,SKW5295,E75,,7300,RNO,Green,No,Reno,Nevada
3-Nov-16,0707,AAL1097,B737,,4000,SEA,Green,No,Seattle,Washington
3-Nov-16,0707,UAL1695,B736,,4000,SEA,Green,No,SEATTLE,Washington
3-Nov-16,0806,UAL1606,B737 ,,4000,SEA,Green,No,Seattle,Washington
3-Nov-16,1105,FFT1740,A319,,7100,ORL,Green,No,Orlando,Florida
3-Nov-16,1230,UAL707,B738,,11500,GXY,Green,No,Greeley,Colorado
3-Nov-16,1303,SKYWTCH02,HELO ,,6400,DEN,Blue,No,Denver,Colorado
3-Nov-16,2330,AMF6902,B190,,3500,SJU,Green,No,San Juan,Puerto Rico
3-Nov-16,2330,N1302U,C172,,3000,MIA,Green,No,Miami,Florida
3-Nov-16,2333,TAM8076,B763/Z,,4000,MIA,Green,No,Miami,Florida
3-Nov-16,2348,UAL360,B738,,5000,TPA,Green,No,Tampa,Florida
4-Nov-16,0007,N13024,C172,,3000,HST,Green,No,Homestead,Florida
4-Nov-16,0030,FDX9121,H/DC10,,4000,SJU,Green,No,San Juan,Puerto Rico
4-Nov-16,0033,BEZ404,C208,,3000,SJU,Green,No,San Juan, Puerto Rico
4-Nov-16,0051,N1PF,DA40,,8500,PVU,Green,No,Provo,Utah
4-Nov-16,0101,FFT1852,A319,,9000,PHX,Green,No,Phoenix,Arizona
4-Nov-16,0101,N6100K,C172,,1700,PBF,Green,No,Pine Bluff,Arkansas
4-Nov-16,0107,SWA257,B737,,11000,ATL,Green,No,Atlanta,Georgia
4-Nov-16,0124,N7535G,R44,,500,SMO,Green,No,Santa Monica,California
4-Nov-16,0132,DAL2348,B739,,12000,ATL,Blue,No,Atlanta,Georgia
4-Nov-16,0135,LOF4666,E145,,3000,CAK,Green,No,Akron,Ohio
4-Nov-16,0145,N884FT,PA44,,2200,MLB,Green,No,Melbourne,Florida
4-Nov-16,0147,BOMR751,TEX2,,5000,RAS,Green,No,Port Aransas,Texas
4-Nov-16,0158,SUMIT10,C130,,7500,COS,Green,No,Colorado Springs,Colorado
4-Nov-16,0210,MSQT758,P28A,,4500,PHX,Green,No,Phoenix,Arizona
4-Nov-16,0230,N160JB,C170,,4500,SXQ,Green,No,Soldotna,Alaska
4-Nov-16,0257,SKW308W,CRJ7,,2500,BNA,Green,No,Nashville,Tennessee
4-Nov-16,0304,ASA535,B737,,40000,LIN,Green,No,Linden,California
4-Nov-16,0315,UAL1647,B737,,5000,SEA,Green,No,Seattle,Washington
4-Nov-16,0410,FDX1818,B757,,1000,OAK,Green,No,Oakland,California
4-Nov-16,0410,JBU71,A320,,13000,SLC,Green,No,Salt Lake City,Utah
4-Nov-16,0530,ASA15,B737,,5000,SEA,Green,No,Seattle,Washington
4-Nov-16,0701,AAL134,B738,,9000,SEA,Green,No,Seattle,Washington
4-Nov-16,2037,N381ES,C172,,3000,FLL,Green,No,Fort Lauderdale ,Florida
4-Nov-16,2104,407CC,B407,,1100,PIT,Green,No,Pittsburgh,Pennsylvania
4-Nov-16,2253,ASQ3970,E135,,3000,PWM,Blue,No,Portland,Maine
5-Nov-16,0007,ASQ5312,CRJ2/L,,12000,ATL,Green,No,Atlanta,Georgia
5-Nov-16,0007,DAL131,B737/L,,12000,ATL,Green,No,Atlanta,Georgia
5-Nov-16,0023,N2146R,P28A,,500,APA,Green,No,Denver,Colorado
5-Nov-16,0028,SWA1081,B737,,8000,HOU,Green,No,Houston,Texas
5-Nov-16,0032,JIA5265,CRJ9,,100,CLT,Green,No,Charlotte,North Carolina
5-Nov-16,0044,ENY3451,E135,,17500,DBQ,Green,No,Dubuque,Iowa
5-Nov-16,0050,C1718,C130,,1000,PIE,Green,No,St. Petersburg-Clearwater,Florida
5-Nov-16,0155,DAL1356,MD88,,8500,ATL,Green,No,Atlanta,Georgia
5-Nov-16,0200,RK31,P28A,,6000,BIL,Green,No,Billings,Montana
5-Nov-16,0215,PDT4878,E145,,4000,ILM,Green,No,Wilmington,North Carolina
5-Nov-16,0222,SWA2281,B737,,39000,HYK,Green,No,Irvine,Kentucky
5-Nov-16,0247,ASH5981,CRJ9,,4000,TUS,Green,No,Tucson,Arizona
5-Nov-16,0255,AAL2502,B737,,8000,SNA,Green,No,Santa Ana,California
5-Nov-16,0300,NDU59,C172,,4000,GFK,Green,No,Grand Forks,North Dakota
5-Nov-16,0307,UPS1231,A306,,11000,HYK,Green,No,Lexington,Kentucky
5-Nov-16,0322,SWA1560,B737,,9000,STO,Blue,No,Sacramento,California
5-Nov-16,0340,N91920,C182,,4500,MYV,Green,No,Marysville,California
5-Nov-16,0341,N8435E,C172,,7500,MYV,Green,No,Marysville,California
5-Nov-16,0415,ABX155,B762,,7000,CVG,Green,No,Covington,Kentucky
5-Nov-16,0436,SKW4754,CRJ7,,3500,TUS,Green,No,Tucson,Arizona
5-Nov-16,0516,ASA300,B737,,31000,STS,Green,No,Santa Rosa,California
5-Nov-16,0540,HAL9184,B717,,1700,HNL,Green,No,Honolulu,Hawaii
5-Nov-16,0550,LTM83,HELO,,2500,TUL,Green,No,Tulsa,Oklahoma
5-Nov-16,2353,DAL979,B712/L,,18000,BIS,Green,No,Bismarck,North Dakota
6-Nov-16,0011,ASH6132,E75L,,10000,BRV,Green,No,Brooke,Virginia
6-Nov-16,0019,MJR933,E50P,,10000,FTK,Green,No,Fort Knox,Kentucky
6-Nov-16,0050,N54589,C172,,2500,MSP,Green,No,Minneapolis,Minnesota
6-Nov-16,0056,CPZ5800,E75,,500,MSP,Green,No,Minneapolis,Minnesota
6-Nov-16,0120,AAL1809,A320,,4000,MSY,Green,No,New Orleans,Louisiana
6-Nov-16,0125,AAY861,A320,,8000,LEX,Green,No,Lexington,Kentucky
6-Nov-16,0132,DAL2789,B712,,1900,DLH,Green,No,Duluth,Minnesota
6-Nov-16,0138,AIRCR32,HELO ,,5000,ELP,Green,No,El Paso,Texas
6-Nov-16,0138,NVT32,HELO,,5300,ELP,Green,No,El Paso,Texas
6-Nov-16,0140,EDV3691,CRJ9,,1300,TYS,Green,No,Knoxville,Tennessee
6-Nov-16,0140,EDV3961,CRJ9,,1300,TYS,Green,No,Knoxville   ,Tennessee
6-Nov-16,0200,JBU1534,A320,,4000,HFD,Green,No,Hartford,Connecticut
6-Nov-16,0200,SKW5037,CRJ2,,10000,JMS,Blue,No,Jamestown,North Dakota
6-Nov-16,0241,N329MH,BE20,,4500,PHX,Green,No,Phoenix,Arizona
6-Nov-16,0326,DCM6099,PA34,,5500,SNA,Green,No,Santa Ana,California
6-Nov-16,0330,SWA1942,B738,,12000,PHX,Green,No,Phoenix,Arizona
6-Nov-16,0335,SWA3173,B738,,12000,PHX,Green,No,Phoenix,Arizona
6-Nov-16,0412,SWA30,B737,,31000,GAD,Green,No,Gadsden,Alabama
6-Nov-16,0519,N887SB,C525,,8000,OMA     ,Red ,No,Omaha   ,Nebraska
6-Nov-16,0610,MSQT11,PA44,,2200,PHX,Green,No,Phoenix,Arizona
6-Nov-16,0635,FFT1262,A321,,6500,LAS,Green,No,Las Vegas,Nevada
6-Nov-16,1033,R15696,UH60,,1500,HNL,Green,No,Honolulu,Hawaii
7-Nov-16,0001,DAL903,B738,,12000,ATL,Green,No,Atlanta,Georgia
7-Nov-16,0003,N269AE,B206/G,,1500,BHC,Green,No,Baxley,Georgia
7-Nov-16,0007,DAL2501,MD90,,11000,MSP,Green,No,Minneapolis,Minnesota
7-Nov-16,0100,DAL1402,B752,,12000,ATL,Green,No,Atlanta ,Georgia
7-Nov-16,0104,N408GJ,BE40/L,,11000,SDF,Green,No,Louisville,Kentucky
7-Nov-16,0214,ASQ4446,E145,,4000,SHV,Green,No,Shreveport,Louisiana
7-Nov-16,0218,N70AG,GLF5,,12000,SCK,Green,No,Stockton,California
7-Nov-16,0227,UAL692,B737,,1200,LGA,Green,No,New York    ,New York
7-Nov-16,0326,ASA33,B737,,5500,PDX,Green,No,Portland,Oregon
7-Nov-16,0335,AMX428,B737,,3000,MIA,Green,No,Miami,Florida
7-Nov-16,0340,ASH6026,E175,,9500,HOU,Green,No,Houston,Texas
7-Nov-16,0415,ADV84,PC12 (PILATUS - Eag,,5000,SJC,Green,No,San Jose,California
7-Nov-16,0415,WSN84,PC12,,5000,SJC,Green,No,San Jose,California
7-Nov-16,0421,ASA703,B737,,5000,SEA,Green,No,Seattle,Washington
7-Nov-16,0426,ASQ5569,CRJ7,,18000,BHM,Green,No,Birmingham,Alabama
7-Nov-16,0448,AAL564,A319,,9000,PHX,Green,No,Phoenix,Arizona
7-Nov-16,0506,SKW792G,CRJ2/L,,12000,LAX,Red ,No,Los Angeles,California
7-Nov-16,0643,HOR282,DH8D ,,8500,MT95,Green,No,Kalispell,Montana
7-Nov-16,0643,QXE282,DH8D,,8500,S27,Green,No,Kalispell,Montana
7-Nov-16,0747,AAL134,B738,,5000,SEA,Green,No,Seattle,Washington
7-Nov-16,1129,DAL1991,B757,,16500,RGK,Green,No,Red Wing,Minnesota
7-Nov-16,2320,MONARCH,HELO,,2000,CMH,Green,No,Columbus,Ohio
7-Nov-16,2335,DA744,B712,,6000,DET,Green,No,Detroit,Michigan
8-Nov-16,0010,N405EH,EC35,,2500,BNA,Green,No,Nashville,Tennessee
8-Nov-16,0035,REDKNIGHT,TEX2 (HAWKER BEECHC,,2500,PNS,Green,No,Pensacola,Florida
8-Nov-16,0035,RN087,TEX2,,1700,PNS,Green,No,Pensacola,Florida
8-Nov-16,0050,ASH5928,CRJ9,,5500,ELP,Green,No,El Paso,Texas
8-Nov-16,0113,N532DM,P28A,,2500,MLB,Green,No,Melbourne,Florida
8-Nov-16,0140,AAL1389,B738,,8000,JFK,Green,No,New York,New York
8-Nov-16,0200,ASQ3920,E145,,6800,TUS,Green,No,Tucson,Arizona
8-Nov-16,0212,UAL216,A320,,2000,IAD,Green,No,Washington,District of Columbia
8-Nov-16,0213,QXE140,DH8D,,5000,BOI,Green,No,Boise,Idaho
8-Nov-16,0221,HZN140,DH8D ,,5000,BOI,Green,No,Boise,Idaho
8-Nov-16,0223,SKW5765,CRJ7,,7000,PAO,Green,No,Palo Alto,California
8-Nov-16,0235,OXF436,DA40,,3000,FFZ,Green,No,Mesa,Arizona
8-Nov-16,0238,FFT504,A320/L,,13000,ABE,Green,No,Allentown,Pennsylvania
8-Nov-16,0240,MSQT831,P28A,,3500,PHX,Green,No,Phoenix,Arizona
8-Nov-16,0250,N885TW,CL30,,6500,SLC,Green,No,Salt Lake City,Utah
8-Nov-16,0330,ASQ4198,E145,,4000,HOU,Green,No,Houston,Texas
8-Nov-16,0330,MSQT127,P28A,,2900,PHX,Green,No,Phoenix,Arizona
8-Nov-16,0335,ASA735,B737,,5000,SEA,Green,No,Seattle,Washington
8-Nov-16,0348,SWA799,B737,,8000,PHX,Green,No,Phoenix,Arizona
8-Nov-16,0412,SKW4506,CRJ,,3000,EWR,Green,No,Newark,New Jersey
8-Nov-16,0440,UPS1391,B752,,26000,BWG,Green,No,Bowling Green,Kentucky
8-Nov-16,0510,UAL1217,B739,,6000,HWD,Green,No,Hayward,California
8-Nov-16,0550,FDX1936,B757,,3000,EWR,Green,No,Newark,New Jersey
8-Nov-16,1056,DAL1565,B739,,10000,ATL,Blue,No,Atlanta,Georgia
8-Nov-16,2330,MTN7101,C208,,1000,SJU,Green,No,San Juan,Puerto Rico
8-Nov-16,2335,DAL744,B712 ,,UNKN,DTW,Green,No,Detroit,Michigan
8-Nov-16,2335,N34TC,C525,,8700,APT,Green,No,Jasper,Tennessee
9-Nov-16,0016,DAL2308,B737,,16000,MSP,Green,No,Minneapolis,Minnesota
9-Nov-16,0023,SWA6273,B737,,2500,OKC,Green,No,Oklahoma City,Oklahoma
9-Nov-16,0024,N451GV,GLF5,,3100,SJC,Green,No,San Jose,California
9-Nov-16,0058,SWA1208,B738,,8000,PHX,Green,No,Phoenix,Arizona
9-Nov-16,0110,JIA5448,CRJ9,,4600,CLT,Green-Red,No,Charlotte,North Carolina
9-Nov-16,0125,N42202X,PA44,,4000,PIE,Green,No,St. Petersburg-Clearwater,Florida
9-Nov-16,0153,N40825,PA28,,9500,MWH,Red,No,Moses Lake,Washington
9-Nov-16,0200,SWA3920,E145,,6800,TUS,Green,No,Tucson,Arizona
9-Nov-16,0210,N4074T,R22,,5000,PDX,Green,No,Portland,Oregon
9-Nov-16,0218,N58NM,A109,,2500,STC,Green,No,St. Cloud,Minnesota
9-Nov-16,0238,N631BL,PC12,,14000,ICT,Green,No,Wichita,Kansas
9-Nov-16,0300,SWA5477,B737,,8000,ELP,Green,No,El Paso,Texas
9-Nov-16,0315,N64791,C172,,5000,MLB,Green,No,Melbourne,Florida
9-Nov-16,0325,ARGUS1,HELO,,800,OAK,Green,No,Oakland,California
9-Nov-16,0325,N2202X,PA44 ,,4000,PIE,Green,No,St. Petersburg-Clearwater,Florida
9-Nov-16,0330,N4188T,P28A,,2900,DVT,Green,No,Phoenix,Arizona
9-Nov-16,0353,SKQ45,PC12,,3000,PAH,Green,No,Paducah,Kentucky
9-Nov-16,0357,ENY3288,CRJ7,,2000,OKC,Green,No,Oklahoma City,Oklahoma
9-Nov-16,0410,BXR1983,C402,,7500,CIC,Green,No,Chico,California
9-Nov-16,0438,ASA271,B737,,8000,SLI,Red,No,Los Alamitos,California
9-Nov-16,0606,NVT671,PC12,,6000,LUB,Green,No,Lubbock,Texas
9-Nov-16,0610,UPS953,B752,,6000,ONT,Green,No,Ontario,California
9-Nov-16,0652,SKW4472,E170,,15000,SFO,Green,No,San Francisco,California
9-Nov-16,1155,FDX1419,MD11,,10000,SCK,Green,No,Stockton,California
9-Nov-16,1544,NAC21,B737,,6000,ANC,Green,No,Anchorage,Alaska
9-Nov-16,2028,ASQ5429,CRJ2,,8000,MLU,Green,No,Monroe,Louisiana
9-Nov-16,2205,N493PH,B407,,2000,GLS,Green,No,Galveston,Texas
9-Nov-16,2357,KAP55,C402,,5000,BOS,Green,No,Boston,Massachusetts
10-Nov-16,0019,SWA2764,B737,,4000,MSP,Green,No,Minneapolis,Minnesota
10-Nov-16,0030,AAL1799,A321/L,,28000,CGI,Green,No,Cape Girardeau,Illinois
10-Nov-16,0045,ASQ4356,E145,,8000,TUL,Green,No,Tulsa,Oklahoma
10-Nov-16,0045,ASQ5523,CRJ9 ,,8000,TUL,Green,No,Tulsa,Oklahoma
10-Nov-16,0050,GRY20,B206,,1000,SYR,Green,No,Syracuse,New York
10-Nov-16,0055,N602BM,PC12,,7000,FAR,Green,No,Fargo,North Dakota
10-Nov-16,0055,SWA63,B737,,6500,PHX,Green,No,Phoenix,Arizona
10-Nov-16,0104,DAL1362,MD88,,3600,TRI,Green,No,Bristol/Johnson/Kingsport,Tennessee
10-Nov-16,0120,DAL198,B712,,5700,LAS,Green,No,Las Vegas,Nevada
10-Nov-16,0120,NEWS8,HELO ,,UNKN,SAN,Green,No,San Diego,California
10-Nov-16,0126,CHOPPR8,HELO,,1100,SAN,Green,No,San Diego,California
10-Nov-16,0141,SWA3515,B737,,5000,ORD,Green,No,Chicago,Illinois
10-Nov-16,0145,SWA817,B737,,4000,HOU,Green,No,Houston,Texas
10-Nov-16,0149,EDV3992,CRJ2,,1700,DTW,UNKN,No,Detroit,Michigan
10-Nov-16,0226,SWA3140,B737,,4500,SJC,Green,No,San Jose,California
10-Nov-16,0228,SWA5429,CRJ2 ,,8000,MLU,Green,No,Monroe,Louisiana
10-Nov-16,0235,N35578,C172,,5500,MGM,Green,No,Montgomery,Alabama
10-Nov-16,0245,N46474,C172,,5300,BIL,Green,No,Billings,Montana
10-Nov-16,0307,N603HH,R22,,4100,SLE,Green,No,Salem,Oregon
10-Nov-16,0314,UAL448,B739,,3000,LAS,Green,No,Las Vegas,Nevada
